Date,AMD
2021-02-10,69.97797620864142
2021-02-11,70.13095239609007
2021-02-12,70.28480161939349
2021-02-16,70.44051589663067
2021-02-17,70.58396826850043
2021-02-18,70.71511907426138
2021-02-19,70.83313493880014
2021-02-22,70.961349229964
2021-02-23,71.08869051554846
2021-02-24,71.23003971765912
2021-02-25,71.3862698872884
2021-02-26,71.52488098447284
2021-03-01,71.68559528532482
2021-03-02,71.84793655456059
2021-03-03,71.99345242031036
2021-03-04,72.12880956558953
2021-03-05,72.23849210285005
2021-03-08,72.35916669028146
2021-03-09,72.45984128921751
2021-03-10,72.59976191747757
2021-03-11,72.72730158245753
2021-03-12,72.86829365624322
2021-03-15,73.03511907183935
2021-03-16,73.18829366895888
2021-03-17,73.36305557735382
2021-03-18,73.52476191142249
2021-03-19,73.67952383132209
2021-03-22,73.83523810855927
2021-03-23,73.99670637221564
2021-03-24,74.14250001453217
2021-03-25,74.26257938808865
2021-03-26,74.3879365315513
2021-03-29,74.50662702227396
2021-03-30,74.62789685385567
2021-03-31,74.73956351810031
2021-04-01,74.87059526594858
2021-04-05,75.01912699805365
2021-04-06,75.16571429419139
2021-04-07,75.31988096994067
2021-04-08,75.45750000363304
2021-04-09,75.59952380165221
2021-04-12,75.73432539379786
2021-04-13,75.85416666666667
2021-04-14,75.97023811037579
2021-04-15,76.06396828000507
2021-04-16,76.17515875801207
2021-04-19,76.2751587610396
2021-04-20,76.37242067427863
2021-04-21,76.46091271960546
2021-04-22,76.57476193564278
2021-04-23,76.66658733004616
2021-04-26,76.77317463405548
2021-04-27,76.88916671086871
2021-04-28,77.00313495454334
2021-04-29,77.11626986851768
2021-04-30,77.23630956619505
2021-05-03,77.35230164300827
2021-05-04,77.46607149214972
2021-05-05,77.56944450499519
2021-05-06,77.67119054945688
2021-05-07,77.77329372224354
2021-05-10,77.87988101111517
2021-05-11,77.97035719856383
2021-05-12,78.05404767535981
2021-05-13,78.1369048224555
2021-05-14,78.21988099718851
2021-05-17,78.29956352899946
2021-05-18,78.38071432567779
2021-05-19,78.45948417603023
2021-05-20,78.54186513688829
2021-05-21,78.62785719311427
2021-05-24,78.71722225915818
2021-05-25,78.80559529198541
2021-05-26,78.90349212525383
2021-05-27,79.00507940564837
2021-05-28,79.11095240759471
2021-06-01,79.21523813217405
2021-06-02,79.32309526110453
2021-06-03,79.43591272263299
2021-06-04,79.54523811643085
2021-06-07,79.66011907183935
2021-06-08,79.77222224644252
2021-06-09,79.88301588997008
2021-06-10,79.97654763479082
2021-06-11,80.07226191626654
2021-06-14,80.1852777723282
2021-06-15,80.29658730824788
2021-06-16,80.3989285817222
2021-06-17,80.50071430206299
2021-06-18,80.6198015969897
2021-06-21,80.74126985337999
2021-06-22,80.85380952320402
2021-06-23,80.96817461649577
2021-06-24,81.08654762449719
2021-06-25,81.22031746213398
2021-06-28,81.35400794801258
2021-06-29,81.50075399307977
2021-06-30,81.65646827031695
2021-07-01,81.82043652307419
2021-07-02,81.98206349024697
2021-07-06,82.15015871562655
2021-07-07,82.31313490489173
2021-07-08,82.46238093905978
2021-07-09,82.60646823095897
2021-07-12,82.73996030716668
2021-07-13,82.87857140435113
2021-07-14,83.0240872852386
2021-07-15,83.16031745123485
2021-07-16,83.2856745946975
2021-07-19,83.40857142493839
2021-07-20,83.53373015873017
2021-07-21,83.65138889494396
2021-07-22,83.78000002058725
2021-07-23,83.8967460450672
2021-07-26,84.026031766619
2021-07-27,84.11500001332116
2021-07-28,84.20253968617273
2021-07-29,84.32285714527917
2021-07-30,84.42944444928851
2021-08-02,84.5405158996582
2021-08-03,84.66432541135758
2021-08-04,84.80277778988793
2021-08-05,84.93662697928292
2021-08-06,85.04392857021756
2021-08-09,85.13678571912978
2021-08-10,85.22698414514936
2021-08-11,85.3231746431381
2021-08-12,85.44539687747047
2021-08-13,85.54019846235003
2021-08-16,85.65412706042093
2021-08-17,85.75801595052083
2021-08-18,85.8577778528607
2021-08-19,85.94420641944522
2021-08-20,86.03392864408947
2021-08-23,86.1207540602911
2021-08-24,86.21980167570568
2021-08-25,86.31730167449467
2021-08-26,86.40440486726307
2021-08-27,86.48873026408846
2021-08-30,86.59825406755719
2021-08-31,86.70051595899794
2021-09-01,86.77948421902127
2021-09-02,86.85015881250776
2021-09-03,86.925476255871
2021-09-07,87.03412703862266
2021-09-08,87.14182544889904
2021-09-09,87.25087305099245
2021-09-10,87.34706351870582
2021-09-13,87.45111111232212
2021-09-14,87.56404764690096
2021-09-15,87.67448416210357
2021-09-16,87.78031748817081
2021-09-17,87.89761906578427
2021-09-20,88.00607142372736
2021-09-21,88.11170635526142
2021-09-22,88.21043650309245
2021-09-23,88.31630952017647
2021-09-24,88.44099205259293
2021-09-27,88.55996031988235
2021-09-28,88.67940478854709
2021-09-29,88.76686507936508
2021-09-30,88.84059524536133
2021-10-01,88.92357145036969
2021-10-04,88.9933730231391
2021-10-05,89.0669444250682
2021-10-06,89.12908726646786
2021-10-07,89.20511899675641
2021-10-08,89.28353167337085
2021-10-11,89.35714276631673
2021-10-12,89.44277769421774
2021-10-13,89.52511896405902
2021-10-14,89.61988088819716
2021-10-15,89.7301189785912
2021-10-18,89.84515868292914
2021-10-19,89.97714281839038
2021-10-20,90.11337298438663
2021-10-21,90.25158727736701
2021-10-22,90.41083332848928
2021-10-25,90.57115079486181
2021-10-26,90.73146826123434
2021-10-27,90.89297618563214
2021-10-28,91.06519841390943
2021-10-29,91.24281747000558
2021-11-01,91.4103174966479
2021-11-02,91.60849210951064
2021-11-03,91.81853179326133
2021-11-04,92.03261908273848
2021-11-05,92.25543654911102
2021-11-08,92.46710320124551
2021-11-09,92.72218259175618
2021-11-10,92.98329368470208
2021-11-11,93.2288492293585
2021-11-12,93.48571429176937
2021-11-15,93.7478174784827
2021-11-16,94.00599210224455
2021-11-17,94.27869048951165
2021-11-18,94.54845237731935
2021-11-19,94.83607143825955
2021-11-22,95.1133333539206
2021-11-23,95.38269845266191
2021-11-24,95.63908734397283
2021-11-26,95.9276984684051
2021-11-29,96.19793655758812
2021-11-30,96.49444449894013
2021-12-01,96.75519843328567
2021-12-02,96.97932543073384
2021-12-03,97.20527779109894
2021-12-06,97.41043650914754
2021-12-07,97.58908728947716
2021-12-08,97.79059525141642
2021-12-09,97.99821432809982
2021-12-10,98.18976196410165
2021-12-13,98.37583339025106
2021-12-14,98.54309530106804
2021-12-15,98.70507945711651
2021-12-16,98.90103182716976
2021-12-17,99.06686516413615
2021-12-20,99.2292064485096
2021-12-21,99.3874604361398
2021-12-22,99.58992074027896
2021-12-23,99.79119058639284
2021-12-27,100.00781755598766
2021-12-28,100.25603185381209
2021-12-29,100.5002778673929
2021-12-30,100.72900799342564
2021-12-31,100.93876987033421
2022-01-03,101.14587302435014
2022-01-04,101.37579366895888
2022-01-05,101.58075399247427
2022-01-06,101.76257935781328
2022-01-07,101.92555551680307
2022-01-10,102.07404757302905
2022-01-11,102.21194439842587
2022-01-12,102.37841264028398
2022-01-13,102.55972217378162
2022-01-14,102.7261904459151
2022-01-18,102.9193253895593
2022-01-19,103.08789680117653
2022-01-20,103.24472221495613
2022-01-21,103.36519840785435
2022-01-24,103.46845236278716
2022-01-25,103.55734125773112
2022-01-26,103.62249998062376
2022-01-27,103.70928570580861
2022-01-28,103.76912698291596
2022-01-31,103.84690475463867
2022-02-01,103.95242061312237
2022-02-02,104.06321425664993
2022-02-03,104.20158728342207
2022-02-04,104.32952381315685
2022-02-07,104.47119046771337
2022-02-08,104.598968233381
2022-02-09,104.74706343998984
2022-02-10,104.90777775597951
2022-02-11,105.03916661701506
2022-02-14,105.11619044107104
2022-02-15,105.2067063043988
2022-02-16,105.33182534717378
2022-02-17,105.4471031370617
2022-02-18,105.53753964863127
2022-02-22,105.65047615293473
2022-02-23,105.77313489762564
2022-02-24,105.86369045197017
2022-02-25,105.9993650648329
2022-02-28,106.14440472920735
2022-03-01,106.29103170122418
2022-03-02,106.40888886224654
2022-03-03,106.55738091847253
2022-03-04,106.69321426512703
2022-03-07,106.8118254040915
2022-03-08,106.92686507815407
2022-03-09,107.03400793529693
2022-03-10,107.16706351628379
2022-03-11,107.26718254694863
2022-03-14,107.35940476069375
2022-03-15,107.43777777656676
2022-03-16,107.54325397430904
2022-03-17,107.67317463102795
2022-03-18,107.80638891553122
2022-03-21,107.94289685809423
2022-03-22,108.0842460450672
2022-03-23,108.22869049556672
2022-03-24,108.37726190355089
2022-03-25,108.55309522719611
2022-03-28,108.72079361809625
2022-03-29,108.89182535807292
2022-03-30,109.07924600631472
2022-03-31,109.24083331274609
2022-04-01,109.35293648734925
2022-04-04,109.45912697201683
2022-04-05,109.57456346542116
2022-04-06,109.67226188901871
2022-04-07,109.75289680844261
2022-04-08,109.83607140798418
2022-04-11,109.92503965468634
2022-04-12,109.99321425907196
2022-04-13,110.05888884408134
2022-04-14,110.11734120807951
2022-04-18,110.16063484312996
2022-04-19,110.21134912400018
2022-04-20,110.28142850361174
2022-04-21,110.33067451961456
2022-04-22,110.37349198356507
2022-04-25,110.39484117901516
2022-04-26,110.41579355512347
2022-04-27,110.41559516059027
2022-04-28,110.41912693447537
2022-04-29,110.44186501275925
2022-05-02,110.45734117901515
2022-05-03,110.5021427396744
2022-05-04,110.55182526603578
2022-05-05,110.6374998546782
2022-05-06,110.70091256641206
2022-05-09,110.76650779966324
2022-05-10,110.80765860421317
2022-05-11,110.85488083249047
2022-05-12,110.90757924034482
2022-05-13,110.96301575312539
2022-05-16,111.04448403252496
2022-05-17,111.12222211323088
2022-05-18,111.23345226711697
2022-05-19,111.31301574101523
2022-05-20,111.38686494978647
2022-05-23,111.45166654435415
2022-05-24,111.52162685091534
2022-05-25,111.57440464080327
2022-05-26,111.63119037567623
2022-05-27,111.71186498611692
2022-05-31,111.7998808603438
2022-06-01,111.8834126184857
2022-06-02,111.95980150737458
2022-06-03,112.07214276752775
2022-06-06,112.17023801046705
2022-06-07,112.26666659400577
2022-06-08,112.36345230586944
2022-06-09,112.45051580762106
2022-06-10,112.51892852783203
2022-06-13,112.57253964742024
2022-06-14,112.5941269284203
2022-06-15,112.61999993097214
2022-06-16,112.65646819462852
2022-06-17,112.64650789896648
2022-06-21,112.63428566947816
2022-06-22,112.63904759240529
2022-06-23,112.63972218831381
2022-06-24,112.63420631771996
2022-06-27,112.63809521993001
2022-06-28,112.64023808070593
2022-06-29,112.61523806859576
2022-06-30,112.56948410518585
2022-07-01,112.5001983945332
2022-07-05,112.42226188901871
2022-07-06,112.34488093663778
2022-07-07,112.2690079098656
2022-07-08,112.22440474373956
2022-07-11,112.18317458743142
2022-07-12,112.12781742640905
2022-07-13,112.07047616867791
2022-07-14,112.0199205913241
2022-07-15,111.97845231919061
2022-07-18,111.95535708230639
2022-07-19,111.93765867324103
2022-07-20,111.93488087729803
2022-07-21,111.94408722529336
2022-07-22,111.95075386289567
2022-07-25,111.93841259063237
2022-07-26,111.92011893741669
2022-07-27,111.89404751005627
2022-07-28,111.88924592638773
2022-07-29,111.86440464806937
2022-08-01,111.83075387137276
2022-08-02,111.79341258699932
2022-08-03,111.75634910946803
2022-08-04,111.69892846970332
2022-08-05,111.6399602435884
2022-08-08,111.60011897011408
2022-08-09,111.56027769663979
2022-08-10,111.51249991522894
2022-08-11,111.4830157870338
2022-08-12,111.44507928878542
2022-08-15,111.42257929605151
2022-08-16,111.38472214956133
2022-08-17,111.35583323524112
2022-08-18,111.31896815224299
2022-08-19,111.30706339033823
2022-08-22,111.27630942208427
2022-08-23,111.22944432213193
2022-08-24,111.16484115237282
2022-08-25,111.10563481043256
2022-08-26,111.06150781540643
2022-08-29,110.99765862358942
2022-08-30,110.90674591064453
2022-08-31,110.80999988979764
2022-09-01,110.70742053077335
2022-09-02,110.59765864175463
2022-09-06,110.48273801046705
2022-09-07,110.35892849876767
2022-09-08,110.24170627291241
2022-09-09,110.14888881501697
2022-09-12,110.0667459397089
2022-09-13,109.98515864780971
2022-09-14,109.87496021815709
2022-09-15,109.76273797050355
2022-09-16,109.64789672124954
2022-09-19,109.52999989948576
2022-09-20,109.42242053198436
2022-09-21,109.31805544050913
2022-09-22,109.205595137581
2022-09-23,109.06718245006743
2022-09-26,108.9156348213317
2022-09-27,108.75888878958565
2022-09-28,108.59623003762866
2022-09-29,108.46464275178455
2022-09-30,108.32095227922713
2022-10-03,108.16404751368931
2022-10-04,108.01984117901515
2022-10-05,107.89111104087225
2022-10-06,107.75670629834372
2022-10-07,107.61468248518688
2022-10-10,107.42416661883158
2022-10-11,107.23666663396926
2022-10-12,107.04996028779046
2022-10-13,106.86269837334042
2022-10-14,106.66341263907296
2022-10-17,106.44099200717987
2022-10-18,106.22607135772705
2022-10-19,105.99388880956741
2022-10-20,105.75936499096099
2022-10-21,105.5267459475805
2022-10-24,105.28662689148433
2022-10-25,105.0440872131832
2022-10-26,104.80246023147825
2022-10-27,104.55166657765706
2022-10-28,104.29896816374763
2022-10-31,104.06424592033265
2022-11-01,103.82547607119122
2022-11-02,103.56527764456612
2022-11-03,103.29146813589429
2022-11-04,103.01202369871594
2022-11-07,102.71317448691717
2022-11-08,102.42246022300115
2022-11-09,102.07996020241389
2022-11-10,101.72678559923929
2022-11-11,101.44345229012626
2022-11-14,101.15123010060144
2022-11-15,100.85615073310004
2022-11-16,100.57789675394694
2022-11-17,100.26142849997869
2022-11-18,99.95412693326435
2022-11-21,99.63091262938484
2022-11-22,99.30174594455295
2022-11-23,98.99511894347175
2022-11-25,98.70337292504689
2022-11-28,98.37535703749884
2022-11-29,98.05146816798619
2022-11-30,97.70019830976214
2022-12-01,97.37980149284242
2022-12-02,97.09555547199552
2022-12-05,96.79515868898422
2022-12-06,96.51583332485623
2022-12-07,96.242857130747
2022-12-08,95.94638885013642
2022-12-09,95.64968248397585
2022-12-12,95.37384911189004
2022-12-13,95.10448401314872
2022-12-14,94.85785702296666
2022-12-15,94.59329350789388
2022-12-16,94.27595223320856
2022-12-19,93.98535701206752
2022-12-20,93.69503953721788
2022-12-21,93.41428556896392
2022-12-22,93.11043636382573
2022-12-23,92.79289666433183
2022-12-27,92.4690077645438
2022-12-28,92.10753950997004
2022-12-29,91.74809508853488
2022-12-30,91.41698399801103
2023-01-03,91.09801575494191
2023-01-04,90.78103163885692
2023-01-05,90.44142845698765
2023-01-06,90.11567450326586
2023-01-09,89.82920626988486
2023-01-10,89.55543643709213
2023-01-11,89.30166660793243
2023-01-12,89.05190469348241
2023-01-13,88.7879761438521
2023-01-17,88.52420629773822
2023-01-18,88.28154753124903
2023-01-19,88.01825385623508
2023-01-20,87.76341261182513
2023-01-23,87.53246021270752
2023-01-24,87.35246021028549
2023-01-25,87.17742052532378
2023-01-26,87.01226181454129
2023-01-27,86.86952374473451
2023-01-30,86.72940470680358
2023-01-31,86.60976184360565
2023-02-01,86.49035709623307
2023-02-02,86.37285709381104
2023-02-03,86.25988089849078
2023-02-06,86.11436500246563
2023-02-07,85.96992055196611
2023-02-08,85.82035708048987
2023-02-09,85.66567455776153
2023-02-10,85.48702377743192
2023-02-13,85.28317456018357
2023-02-14,85.11396821339925
2023-02-15,85.00591264452252
2023-02-16,84.89047615111821
2023-02-17,84.7262301217942
2023-02-21,84.57071423909021
2023-02-22,84.42944437360006
2023-02-23,84.28174595605759
2023-02-24,84.1392856325422
2023-02-27,84.01361100635832
2023-02-28,83.86345226045638
2023-03-01,83.69488084883918
2023-03-02,83.51611102573456
2023-03-03,83.38361102815658
2023-03-06,83.23773800380646
2023-03-07,83.11543641771588
2023-03-08,83.01107132624067
2023-03-09,82.94130944448804
2023-03-10,82.85599198417059
2023-03-13,82.7433729171753
2023-03-14,82.64634911976164
2023-03-15,82.57952370719305
2023-03-16,82.52964275602311
2023-03-17,82.47912686968607
2023-03-20,82.40956335219126
2023-03-21,82.3505157137674
2023-03-22,82.28095222654797
2023-03-23,82.20817446330237
2023-03-24,82.15063478076269
2023-03-27,82.0872617600456
2023-03-28,81.99234113239106
2023-03-29,81.89269827282618
2023-03-30,81.79686493343777
2023-03-31,81.69626967112224
2023-04-03,81.61210300808861
2023-04-04,81.56138872721839
2023-04-05,81.51249983954051
2023-04-06,81.44119031088692
2023-04-10,81.38424587249756
2023-04-11,81.35174589308481
2023-04-12,81.31329350244431
2023-04-13,81.27888874780564
2023-04-14,81.25793634142194
2023-04-17,81.24464269668337
2023-04-18,81.21341255732945
2023-04-19,81.20039668915764
2023-04-20,81.18472209809319
2023-04-21,81.1576586072407
2023-04-24,81.13547608209035
2023-04-25,81.12642846788678
2023-04-26,81.10920626019674
2023-04-27,81.09035705384754
2023-04-28,81.0994046680511
2023-05-01,81.11710307711647
2023-05-02,81.11730150192503
2023-05-03,81.13472216469901
2023-05-04,81.10210314251128
2023-05-05,81.08416664789594
2023-05-08,81.04615076761397
2023-05-09,81.05079361749074
2023-05-10,81.0496825112237
2023-05-11,81.09198408278208
2023-05-12,81.12519834912013
2023-05-15,81.1543253489903
2023-05-16,81.19535711076524
2023-05-17,81.22059520842537
2023-05-18,81.25833331214056
2023-05-19,81.27999997517419
2023-05-22,81.31785712166437
2023-05-23,81.36281744639079
2023-05-24,81.4208333303058
2023-05-25,81.4732142705766
2023-05-26,81.58904758332268
2023-05-30,81.7254761438521
2023-05-31,81.83071422576904
2023-06-01,81.89400786445255
2023-06-02,81.96388881925553
2023-06-05,82.02992056286524
2023-06-06,82.06698407067194
2023-06-07,82.13813486553374
2023-06-08,82.18646820007808
2023-06-09,82.24904758211166
2023-06-12,82.34039677513971
2023-06-13,82.46099201081292
2023-06-14,82.5788888325767
2023-06-15,82.73896821339925
2023-06-16,82.88678567371673
2023-06-20,83.00892852601552
2023-06-21,83.15527772146558
2023-06-22,83.27646820128912
2023-06-23,83.38325389983162
2023-06-26,83.48746025751508
2023-06-27,83.58698407430498
2023-06-28,83.67948406461686
2023-06-29,83.77476182059637
2023-06-30,83.89563483283634
2023-07-03,84.0381745383853
2023-07-05,84.19432532598101
2023-07-06,84.35416659097822
2023-07-07,84.5060713783143
2023-07-10,84.65615074218266
2023-07-11,84.79218248337034
2023-07-12,84.91904756757948
2023-07-13,85.06837298378112
2023-07-14,85.22535710107712
2023-07-17,85.37781744154672
2023-07-18,85.53543649400983
2023-07-19,85.68154760390993
2023-07-20,85.82043649279882
2023-07-21,85.9171428529043
2023-07-24,86.00253966497996
2023-07-25,86.07999999939449
2023-07-26,86.1788095292591
2023-07-27,86.26829363807799
2023-07-28,86.37087299710228
2023-07-31,86.46269839150565
2023-08-01,86.55289681752522
2023-08-02,86.6446825209118
2023-08-03,86.69456347208174
2023-08-04,86.74956347450377
2023-08-07,86.81992063068208
2023-08-08,86.87111108265226
2023-08-09,86.91444443899488
2023-08-10,86.95571428631979
2023-08-11,87.01400794680157
2023-08-14,87.04781745728992
2023-08-15,87.10281745971196
2023-08-16,87.14456347813682
2023-08-17,87.16908728887167
2023-08-18,87.1859127074953
2023-08-21,87.2144047721984
2023-08-22,87.24527778322737
2023-08-23,87.28380955590143
2023-08-24,87.34964290497796
2023-08-25,87.38658737000965
2023-08-28,87.42436513446626
2023-08-29,87.4459127547249
2023-08-30,87.50440480973985
2023-08-31,87.57623020051018
2023-09-01,87.65075400518992
2023-09-05,87.74829366472032
2023-09-06,87.861190478007
2023-09-07,87.97642857687813
2023-09-08,88.08702379559713
2023-09-11,88.19210314372229
2023-09-12,88.2815475917998
2023-09-13,88.36035711803135
2023-09-14,88.45190473586796
2023-09-15,88.5693650472732
2023-09-18,88.66476187630306
2023-09-19,88.76678568219383
2023-09-20,88.86638885074193
2023-09-21,88.95992059556266
2023-09-22,89.04269837576247
2023-09-25,89.12888882652163
2023-09-26,89.23952373625741
2023-09-27,89.35063484736853
2023-09-28,89.4767062626188
2023-09-29,89.61793643709214
2023-10-02,89.75468246520514
2023-10-03,89.90996023208378
2023-10-04,90.05567452264212
2023-10-05,90.206309439644
2023-10-06,90.34523801954967
2023-10-09,90.50119038233683
2023-10-10,90.65642848847406
2023-10-11,90.85710310557532
2023-10-12,91.05749991583447
2023-10-13,91.26051578824482
2023-10-16,91.44797609722804
2023-10-17,91.636547527616
2023-10-18,91.83178562588164
2023-10-19,92.0072221301851
2023-10-20,92.1837300800142
2023-10-23,92.36063483404736
2023-10-24,92.52825388832697
2023-10-25,92.69829356481158
2023-10-26,92.8465475203499
2023-10-27,92.97432528601752
2023-10-30,93.11996020968
2023-10-31,93.26908720107308
2023-11-01,93.41388879503523
2023-11-02,93.60428561861553
2023-11-03,93.79543642013793
2023-11-06,94.00821419367715
2023-11-07,94.21313482617575
2023-11-08,94.41654751792787
2023-11-09,94.61698400406611
2023-11-10,94.81396812862822
2023-11-13,95.04678558167959
2023-11-14,95.2385316122146
2023-11-15,95.42706333644807
2023-11-16,95.60353159526039
2023-11-17,95.77599190908767
2023-11-20,95.96615066225569
2023-11-21,96.15515858786448
2023-11-22,96.33607130202037
2023-11-24,96.53468242524164
2023-11-27,96.72142844729954
2023-11-28,96.90496019333128
2023-11-29,97.09095226772247
2023-11-30,97.29198399801103
2023-12-01,97.48154750702875
2023-12-04,97.65519830915663
2023-12-05,97.81825385018
2023-12-06,97.99047604818195
2023-12-07,98.16190460750035
2023-12-08,98.39246015700084
2023-12-11,98.62571412041075
2023-12-12,98.87944428882903
2023-12-13,99.15333319467211
2023-12-14,99.42126971956283
2023-12-15,99.68456336430141
2023-12-18,99.96321413252089
2023-12-19,100.25039665282719
2023-12-20,100.54698391566201
2023-12-21,100.82825377630809
2023-12-22,101.12531727079362
2023-12-26,101.41071411919972
2023-12-27,101.72638873448447
2023-12-28,102.04999988798112
2023-12-29,102.38924589611236
2024-01-02,102.72591257852221
2024-01-03,103.01861099969773
2024-01-04,103.29857135954357
2024-01-05,103.58424595424107
2024-01-08,103.87757928030831
2024-01-09,104.21031733921596
2024-01-10,104.54880938454279
2024-01-11,104.87142841399663
2024-01-12,105.18876968868194
2024-01-16,105.49630937122163
2024-01-17,105.845277634878
2024-01-18,106.19912683396112
2024-01-19,106.56055541265579
2024-01-22,106.97206333705357
2024-01-23,107.37075378781273
2024-01-24,107.76103155953544
2024-01-25,108.1648410615467
2024-01-26,108.5840077475896
2024-01-29,108.99011884416852
2024-01-30,109.39753947182307
