"","Date","Index","Open","High","Low","Close","Volume","Adjusted"
"1","2019-05-16","AMD",27.3700008392334,28.3700008392334,27.2700004577637,28.0100002288818,67330100,28.0100002288818
"2","2019-05-17","AMD",27.6900005340576,28.4599990844727,27.3999996185303,27.5,65385400,27.5
"3","2019-05-20","AMD",26.9799995422363,27.2399997711182,26.4899997711182,26.6800003051758,69757400,26.6800003051758
"4","2019-05-21","AMD",27.1800003051758,27.3700008392334,26.9300003051758,27.3500003814697,46079200,27.3500003814697
"5","2019-05-22","AMD",27.1200008392334,27.5900001525879,27.0699996948242,27.4099998474121,40035300,27.4099998474121
"6","2019-05-23","AMD",26.9899997711182,27.1000003814697,26.0300006866455,26.3600006103516,67809200,26.3600006103516
"7","2019-05-24","AMD",26.6100006103516,26.9300003051758,26.3999996185303,26.4400005340576,39835800,26.4400005340576
"8","2019-05-28","AMD",27.2700004577637,29.6700000762939,27.0599994659424,29.0499992370605,146949600,29.0499992370605
"9","2019-05-29","AMD",29,29.3199996948242,27.7299995422363,28.0900001525879,99969600,28.0900001525879
"10","2019-05-30","AMD",28.3999996185303,28.5599994659424,27.6000003814697,28.0300006866455,65289100,28.0300006866455
"11","2019-05-31","AMD",27.5699996948242,28.3600006103516,27.3999996185303,27.4099998474121,68667800,27.4099998474121
"12","2019-06-03","AMD",28.75,29.6200008392334,27.2900009155273,27.5799999237061,147532200,27.5799999237061
"13","2019-06-04","AMD",28.3899993896484,29.5900001525879,27.9099998474121,29.5699996948242,107549500,29.5699996948242
"14","2019-06-05","AMD",29.9300003051758,29.9899997711182,29.0300006866455,29.5,79481500,29.5
"15","2019-06-06","AMD",29.8700008392334,31.9799995422363,29.8400001525879,31.8199996948242,131267800,31.8199996948242
"16","2019-06-07","AMD",31.9400005340576,32.5999984741211,31.5699996948242,32.4099998474121,86841100,32.4099998474121
"17","2019-06-10","AMD",33.5299987792969,34.2999992370605,33.0800018310547,33.2299995422363,97668800,33.2299995422363
"18","2019-06-11","AMD",33.4300003051758,33.4900016784668,31.8199996948242,32.4099998474121,82834900,32.4099998474121
"19","2019-06-12","AMD",32,32.5699996948242,31.9200000762939,32.1800003051758,56298700,32.1800003051758
"20","2019-06-13","AMD",32.3899993896484,32.5,31.0599994659424,31.3899993896484,63556000,31.3899993896484
"21","2019-06-14","AMD",30.7000007629395,30.9599990844727,30.0200004577637,30.3600006103516,70373000,30.3600006103516
"22","2019-06-17","AMD",30.25,30.4500007629395,29.1800003051758,29.2000007629395,70865700,29.2000007629395
"23","2019-06-18","AMD",29.7600002288818,30.9699993133545,29.5799999237061,30.4500007629395,86444500,30.4500007629395
"24","2019-06-19","AMD",30.6700000762939,30.7900009155273,30.0599994659424,30.5,63233900,30.5
"25","2019-06-20","AMD",31.2399997711182,31.3600006103516,29.8400001525879,30.0100002288818,72418200,30.0100002288818
"26","2019-06-21","AMD",29.6499996185303,30.3500003814697,28.9699993133545,29.1000003814697,81861300,29.1000003814697
"27","2019-06-24","AMD",29.3199996948242,29.3999996185303,28.6700000762939,29.2600002288818,55724800,29.2600002288818
"28","2019-06-25","AMD",29.2600002288818,29.7199993133545,28.7999992370605,28.8600006103516,53680900,28.8600006103516
"29","2019-06-26","AMD",29.9799995422363,30.4799995422363,29.7800006866455,29.9200000762939,65064200,29.9200000762939
"30","2019-06-27","AMD",30.4099998474121,30.9599990844727,30.2099990844727,30.7399997711182,55623300,30.7399997711182
"31","2019-06-28","AMD",31.0799999237061,31.1100006103516,30.3299999237061,30.3700008392334,50090900,30.3700008392334
"32","2019-07-01","AMD",31.7900009155273,32.0400009155273,30.8700008392334,31.2000007629395,60275900,31.2000007629395
"33","2019-07-02","AMD",30.9599990844727,31.2600002288818,30.7299995422363,31.2399997711182,37721700,31.2399997711182
"34","2019-07-03","AMD",31.1299991607666,31.3299999237061,30.7399997711182,31.1900005340576,23462000,31.1900005340576
"35","2019-07-05","AMD",30.8799991607666,31.5599994659424,30.75,31.5,34011900,31.5
"36","2019-07-08","AMD",31.7999992370605,32.1500015258789,31.2600002288818,32.0400009155273,49689400,32.0400009155273
"37","2019-07-09","AMD",31.7600002288818,33.1800003051758,30.1000003814697,33.1500015258789,61419800,33.1500015258789
"38","2019-07-10","AMD",33.560001373291,34.0299987792969,33.3600006103516,33.7900009155273,60388400,33.7900009155273
"39","2019-07-11","AMD",33.9099998474121,34,32.7599983215332,33.060001373291,63081800,33.060001373291
"40","2019-07-12","AMD",32.7599983215332,33.3899993896484,32.5900001525879,33.2099990844727,51509700,33.2099990844727
"41","2019-07-15","AMD",33.3400001525879,34.5499992370605,33.2700004577637,34.3899993896484,65565200,34.3899993896484
"42","2019-07-16","AMD",34.2999992370605,34.8600006103516,33.7999992370605,33.8499984741211,66912700,33.8499984741211
"43","2019-07-17","AMD",34.0099983215332,34.2999992370605,33.4900016784668,33.5999984741211,42557900,33.5999984741211
"44","2019-07-18","AMD",33.0299987792969,33.4599990844727,32.4199981689453,33,58473900,33
"45","2019-07-19","AMD",33.0800018310547,33.3499984741211,32.4500007629395,32.5099983215332,44617700,32.5099983215332
"46","2019-07-22","AMD",32.7999992370605,33.310001373291,32.7400016784668,32.8499984741211,37777300,32.8499984741211
"47","2019-07-23","AMD",33.1699981689453,33.5,32.9300003051758,33.4900016784668,38532500,33.4900016784668
"48","2019-07-24","AMD",33.6399993896484,34.3600006103516,33.4500007629395,34.1100006103516,41952300,34.1100006103516
"49","2019-07-25","AMD",34.0499992370605,34.25,33.6199989318848,33.6699981689453,36705600,33.6699981689453
"50","2019-07-26","AMD",34.2299995422363,34.7700004577637,33.8699989318848,34.0200004577637,43502800,34.0200004577637
"51","2019-07-29","AMD",34.1399993896484,34.1800003051758,32.9799995422363,33.4799995422363,45922000,33.4799995422363
"52","2019-07-30","AMD",33.2099990844727,33.939998626709,32.939998626709,33.8699989318848,72198900,33.8699989318848
"53","2019-07-31","AMD",32.0800018310547,32.2999992370605,30.2999992370605,30.4500007629395,119190000,30.4500007629395
"54","2019-08-01","AMD",30.5,31.4799995422363,29.1000003814697,29.8600006103516,80878900,29.8600006103516
"55","2019-08-02","AMD",29.4799995422363,29.7299995422363,28.9400005340576,29.4400005340576,60410900,29.4400005340576
"56","2019-08-05","AMD",28.2600002288818,28.4899997711182,27.6499996185303,27.9899997711182,74333200,27.9899997711182
"57","2019-08-06","AMD",28.8600006103516,29.0499992370605,28.2000007629395,28.8600006103516,60578400,28.8600006103516
"58","2019-08-07","AMD",28.4699993133545,29.2800006866455,28.3700008392334,29.1900005340576,58577500,29.1900005340576
"59","2019-08-08","AMD",31.5300006866455,34.2700004577637,31.4799995422363,33.9199981689453,167278800,33.9199981689453
"60","2019-08-09","AMD",33.4500007629395,35.5499992370605,33.0800018310547,34.189998626709,132483900,34.189998626709
"61","2019-08-12","AMD",34.1599998474121,34.6500015258789,32.0800018310547,32.4300003051758,106936000,32.4300003051758
"62","2019-08-13","AMD",32.3600006103516,33.1399993896484,31.7199993133545,32.1100006103516,102009700,32.1100006103516
"63","2019-08-14","AMD",31,31.0499992370605,29.5100002288818,30.2399997711182,127521500,30.2399997711182
"64","2019-08-15","AMD",30.6299991607666,30.7299995422363,29.2099990844727,29.6700000762939,71674400,29.6700000762939
"65","2019-08-16","AMD",30.3099994659424,31.4799995422363,30.2099990844727,31.1800003051758,70469800,31.1800003051758
"66","2019-08-19","AMD",32,32.189998626709,31.4200000762939,31.4799995422363,67596900,31.4799995422363
"67","2019-08-20","AMD",30.9400005340576,31.3099994659424,30.4500007629395,30.7199993133545,47924000,30.7199993133545
"68","2019-08-21","AMD",31.0499992370605,31.7399997711182,30.8400001525879,31.7000007629395,41441500,31.7000007629395
"69","2019-08-22","AMD",31.7600002288818,31.9200000762939,30.9799995422363,31.8999996185303,47667900,31.8999996185303
"70","2019-08-23","AMD",31.2999992370605,31.8299999237061,29.3999996185303,29.5400009155273,83681100,29.5400009155273
